Index	Label	Hemisphere
580	7Networks_RH_DorsAttn_Post_37	RH
581	7Networks_RH_DorsAttn_Post_38	RH
582	7Networks_RH_DorsAttn_Post_39	RH
583	7Networks_RH_DorsAttn_Post_40	RH
584	7Networks_RH_DorsAttn_Post_41	RH
585	7Networks_RH_DorsAttn_Post_42	RH
586	7Networks_RH_DorsAttn_FEF_1	RH
587	7Networks_RH_DorsAttn_FEF_2	RH
588	7Networks_RH_DorsAttn_FEF_3	RH
589	7Networks_RH_DorsAttn_FEF_4	RH
590	7Networks_RH_DorsAttn_FEF_5	RH
591	7Networks_RH_DorsAttn_FEF_6	RH
592	7Networks_RH_DorsAttn_PrCv_1	RH
593	7Networks_RH_DorsAttn_PrCv_2	RH
594	7Networks_RH_DorsAttn_PrCv_3	RH
595	7Networks_RH_DorsAttn_PrCv_4	RH
596	7Networks_RH_SalVentAttn_TempOccPar_1	RH
597	7Networks_RH_SalVentAttn_TempOccPar_2	RH
598	7Networks_RH_SalVentAttn_TempOccPar_3	RH
599	7Networks_RH_SalVentAttn_TempOccPar_4	RH
600	7Networks_RH_SalVentAttn_TempOccPar_5	RH
601	7Networks_RH_SalVentAttn_TempOccPar_6	RH
602	7Networks_RH_SalVentAttn_TempOccPar_7	RH
603	7Networks_RH_SalVentAttn_TempOccPar_8	RH
604	7Networks_RH_SalVentAttn_TempOccPar_9	RH
605	7Networks_RH_SalVentAttn_TempOccPar_10	RH
606	7Networks_RH_SalVentAttn_TempOccPar_11	RH
607	7Networks_RH_SalVentAttn_TempOccPar_12	RH
608	7Networks_RH_SalVentAttn_TempOccPar_13	RH
609	7Networks_RH_SalVentAttn_PrC_1	RH
610	7Networks_RH_SalVentAttn_FrOperIns_1	RH
611	7Networks_RH_SalVentAttn_FrOperIns_2	RH
612	7Networks_RH_SalVentAttn_FrOperIns_3	RH
613	7Networks_RH_SalVentAttn_FrOperIns_4	RH
614	7Networks_RH_SalVentAttn_FrOperIns_5	RH
615	7Networks_RH_SalVentAttn_FrOperIns_6	RH
616	7Networks_RH_SalVentAttn_FrOperIns_7	RH
617	7Networks_RH_SalVentAttn_FrOperIns_8	RH
618	7Networks_RH_SalVentAttn_FrOperIns_9	RH
619	7Networks_RH_SalVentAttn_FrOperIns_10	RH
620	7Networks_RH_SalVentAttn_FrOperIns_11	RH
